objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
1766,中和區,警察機關,國光派出所,新北市中和區莒光路168號,02-29569805,www.zhonghe.police.ntpc.gov.tw,297706.38000000,2765822.00000000,2024-12-26 09:28:17.233000
1767,中和區,警察機關,景安派出所,新北市中和區復興路276號,02-22436955,www.zhonghe.police.ntpc.gov.tw,300745.00000000,2764817.00000000,2024-12-26 09:28:17.233000
1768,中和區,警察機關,新北市政府刑事警察大隊,新北市中和區民安街176號,02-80243033,www.cic.police.ntpc.gov.tw,298050.00000000,2765997.00000000,2024-12-26 09:28:17.233000
1769,中和區,警察機關,新北市政府警察局民防管制中心,新北市中和區民安街178號1樓,02-82286516,www.police.ntpc.gov.tw,298092.60000000,2765884.18000000,2024-12-26 09:28:17.233000
1770,中和區,警察機關,新北市政府警察局交通警察大隊,新北市中和區中正路1167號4樓,02-22255999,www.traffic.police.ntpc.gov.tw/,298573.00000000,2766898.00000000,2024-12-26 09:28:17.233000
1771,中和區,警察機關,新北市政府警察局保安警察大隊,新北市中和區中正路1167號2樓,02-22252620,www.spc.police.ntpc.gov.tw,298569.00000000,2766892.00000000,2024-12-26 09:28:17.233000
1772,中和區,警察機關,新北市政府警察局婦幼警察隊,新北市中和區中正路1167號8樓,02-22286032,www.wpb.police.ntpc.gov.tw,298565.00000000,2766887.00000000,2024-12-26 09:28:17.233000
1773,中和區,警察機關,新北市警察訓練中心,新北市中和區民安街150號,02-22211890,www.police.ntpc.gov.tw,298088.00000000,2765666.00000000,2024-12-26 09:28:17.233000
1774,中和區,警察機關,積穗派出所,新北市中和區員山路471號,02-22268955,www.zhonghe.police.ntpc.gov.tw,298477.00000000,2766383.00000000,2024-12-26 09:28:17.233000
1775,中和區,警察機關,錦和派出所,新北市中和區安邦街20號,02-22482551,www.zhonghe.police.ntpc.gov.tw,300072.00000000,2765610.00000000,2024-12-26 09:28:17.233000
1776,五股區,警察機關,五股分駐所,新北市五股區五股里中興路四段67號,02-22916948,www.luzhou.police.ntpc.gov.tw,294066.00000000,2775099.00000000,2024-12-26 09:28:17.233000
1777,五股區,警察機關,成州派出所,新北市五股區新五路三段342號,02-22921296,www.luzhou.police.ntpc.gov.tw,295161.49344100,2776010.73589160,2024-12-26 09:28:17.233000
1778,五股區,警察機關,更寮派出所,新北市五股區中興路二段147號,02-29711126,www.luzhou.police.ntpc.gov.tw,296190.00000000,2774465.00000000,2024-12-26 09:28:17.233000
1779,五股區,警察機關,德音派出所,新北市五股區水碓二路1號,02-82923789,www.luzhou.police.ntpc.gov.tw,293348.00000000,2773858.00000000,2024-12-26 09:28:17.233000
1780,平溪區,警察機關,十分派出所,新北市平溪區十分里十分街283號,02-24958128,www.ruifang.police.ntpc.gov.tw,328561.00000000,2771046.00000000,2024-12-26 09:28:17.233000
1781,平溪區,警察機關,平溪分駐所,新北市平溪區平溪街43號,02-24951063,www.ruifang.police.ntpc.gov.tw,324520.00000000,2768883.00000000,2024-12-26 09:28:17.233000
1782,平溪區,警察機關,東勢格派出所,新北市平溪區東勢格1號,02-24951379,www.ruifang.police.ntpc.gov.tw,325698.00000000,2766551.00000000,2024-12-26 09:28:17.233000
1783,永和區,警察機關,中正橋派出所,新北市永和區竹林路198號,02-29215119,www.yonghe.police.ntpc.gov.tw,302516.00000000,2766940.00000000,2024-12-26 09:28:17.233000
1784,永和區,警察機關,永和分局,新北市永和區竹林路198號,02-29213119,www.yonghe.police.ntpc.gov.tw/,302522.00000000,2766937.00000000,2024-12-26 09:28:17.233000
1785,永和區,警察機關,永和交通分隊,新北市永和區新生路36號,02-29219944,www.yonghe.police.ntpc.gov.tw/,301290.00000000,2767609.00000000,2024-12-26 09:28:17.233000
1786,永和區,警察機關,永和派出所,新北市永和區永安里安樂路344號,02-29214229,www.yonghe.police.ntpc.gov.tw/,301933.00000000,2766571.00000000,2024-12-26 09:28:17.233000
1787,永和區,警察機關,秀朗派出所,新北市永和區永利路73號,02-29251130,www.yonghe.police.ntpc.gov.tw/,302597.00000000,2766298.00000000,2024-12-26 09:28:17.233000
1788,永和區,警察機關,得和派出所,新北市永和區民權里民權路51號,02-29451969,www.yonghe.police.ntpc.gov.tw/,302493.00000000,2765552.00000000,2024-12-26 09:28:17.233000
1789,永和區,警察機關,新生派出所,新北市永和區中溪里仁愛路187號,02-29217119,www.yonghe.police.ntpc.gov.tw/,301500.00000000,2767262.00000000,2024-12-26 09:28:17.233000
1790,石門區,警察機關,石門分駐所,新北市石門區尖鹿里中山路64號,02-26381244,www.jinshan.police.ntpc.gov.tw/,307164.00000000,2798147.00000000,2024-12-26 09:28:17.233000
1791,石門區,警察機關,老梅派出所,新北市石門區老梅里老梅路26號,02-26381253,www.jinshan.police.ntpc.gov.tw,304952.00000000,2797903.00000000,2024-12-26 09:28:17.233000
1792,石門區,警察機關,保安茂林分隊,新北市石門區小坑12號,02-26381393,,309338.00000000,2796716.00000000,2024-12-26 09:28:17.233000
1793,石門區,警察機關,保安乾華分隊,新北市石門區小坑12號,02-26381392,,309326.00000000,2796715.00000000,2024-12-26 09:28:17.233000
1794,石門區,警察機關,保安第二總隊第二大隊第二中隊,新北市石門區小坑12號,02-26381081,,309327.00000000,2796732.00000000,2024-12-26 09:28:17.233000
1795,石門區,警察機關,保安警察第二總隊二大二中,新北市石門區茂林社區260號,02-26381081,,309763.98000000,2795833.78000000,2024-12-26 09:28:17.233000
1796,石門區,警察機關,保安警察第二總隊茂林分隊,新北市石門區茂林社區260號,02-26381393,,309763.98000000,2795833.78000000,2024-12-26 09:28:17.233000
1797,石門區,警察機關,保安警察第二總隊乾華分隊,新北市石門區茂林社區260號,02-26381392,,309763.98000000,2795833.78000000,2024-12-26 09:28:17.233000
1798,石門區,警察機關,乾華派出所,新北市石門區草里里阿里荖14之1號,02-26381274,www.jinshan.police.ntpc.gov.tw,311282.00000000,2796925.00000000,2024-12-26 09:28:17.233000
1799,石碇區,警察機關,中民派出所,新北市石碇區中民里靜安路一段236號,02-26631254,www.xindian.police.ntpc.gov.tw,317922.00000000,2766867.00000000,2024-12-26 09:28:17.233000
1800,石碇區,警察機關,石碇分駐所,新北市石碇區碇坪路一段79號,02-26631240,www.xindian.police.ntpc.gov.tw,316694.00000000,2764959.00000000,2024-12-26 09:28:17.233000
1801,石碇區,警察機關,國道公路第九警察隊石碇分隊,新北市石碇區文山路一段2-1號,02-26633335,www.hpb.gov.tw,315067.00000000,2767143.00000000,2024-12-26 09:28:17.233000
1802,石碇區,警察機關,楓子林派出所,新北市石碇區豐林里楓子林32號,02-26631285,www.xindian.police.ntpc.gov.tw,314842.00000000,2767020.00000000,2024-12-26 09:28:17.233000
1803,石碇區,警察機關,碧山派出所,新北市石碇區格頭里北宜路五段42號,02-26651835,www.xindian.police.ntpc.gov.tw,313800.00000000,2760567.00000000,2024-12-26 09:28:17.233000
1804,石碇區,警察機關,豐田派出所,新北市石碇區碇坪路二段22號,02-26631975,www.xindian.police.ntpc.gov.tw,319392.00000000,2763094.00000000,2024-12-26 09:28:17.233000
1805,汐止區,警察機關,汐止分局,新北市汐止區大同路二段459號,02-26412610,www.xizhi.police.ntpc.gov.tw,316607.00000000,2773488.00000000,2024-12-26 09:28:17.233000
1806,汐止區,警察機關,汐止交通分隊,新北市汐止區大同路二段457號,02-86424742,www.xizhi.police.ntpc.gov.tw,316576.00000000,2773487.00000000,2024-12-26 09:28:17.233000
1807,汐止區,警察機關,汐止派出所,新北市汐止區民生街1號,02-26412827,www.xizhi.police.ntpc.gov.tw,316612.00000000,2773495.00000000,2024-12-26 09:28:17.233000
1808,汐止區,警察機關,東山派出所,新北市汐止區汐平路二段68號,02-26415841,www.xizhi.police.ntpc.gov.tw,320497.00000000,2772692.00000000,2024-12-26 09:28:17.233000
1809,汐止區,警察機關,社后派出所,新北市汐止區中興路108號,02-26942819,www.xizhi.police.ntpc.gov.tw,313906.00000000,2772987.00000000,2024-12-26 09:28:17.233000
1810,汐止區,警察機關,長安派出所,新北市汐止區大同路三段99號,02-86482618,www.xizhi.police.ntpc.gov.tw,317447.00000000,2774561.00000000,2024-12-26 09:28:17.233000
1811,汐止區,警察機關,長青派出所,新北市汐止區長青路188巷1之1號,02-26451281,www.sijhih.police.ntpc.gov.tw,311082.00000000,2778230.00000000,2024-12-26 09:28:17.233000
1812,汐止區,警察機關,烘內派出所,新北市汐止區汐萬路二段230號,02-26462564,www.xizhi.police.ntpc.gov.tw,315224.00000000,2775732.00000000,2024-12-26 09:28:17.233000
1813,汐止區,警察機關,國道公路第一警察隊汐止分隊,新北市汐止區長江街254號,02-26411141,www.hpb.gov.tw,316934.79000000,2774699.19000000,2024-12-26 09:28:17.233000
1814,汐止區,警察機關,橫科派出所,新北市汐止區民權街二段87號,02-26401237,www.sijhih.police.ntpc.gov.tw,312476.00000000,2771192.00000000,2024-12-26 09:28:17.233000
1815,坪林區,警察機關,石嘈派出所,新北市坪林區石嘈里北宜路九段6號,02-26656343,www.xindian.police.ntpc.gov.tw,322716.00000000,2755144.00000000,2024-12-26 09:28:17.233000
1816,坪林區,警察機關,坪林分駐所,新北市坪林區坪林街114號,02-26656281,www.xindian.police.ntpc.gov.tw,321845.00000000,2758844.00000000,2024-12-26 09:28:17.233000
1817,坪林區,警察機關,金溪派出所,新北市坪林區粗窟里金瓜寮23之1號,02-26656487,www.xindian.police.ntpc.gov.tw,318597.00000000,2756108.00000000,2024-12-26 09:28:17.233000
1818,坪林區,警察機關,漁光派出所,新北市坪林區漁光里大舌湖24號,02-26656910,www.xindian.police.ntpc.gov.tw,324615.00000000,2761920.00000000,2024-12-26 09:28:17.233000
1819,坪林區,警察機關,闊瀨派出所,新北市坪林區坪雙路三段6號,02-26657041,www.xindian.police.ntpc.gov.tw,327861.00000000,2762211.00000000,2024-12-26 09:28:17.233000
1820,林口區,警察機關,下福派出所,新北市林口區下福里99之1號,02-26062835,www.linkou.police.ntpc.gov.tw,279335.00000000,2778809.00000000,2024-12-26 09:28:17.233000
1821,林口區,警察機關,文化派出所,新北市林口區麗園一街5號,02-26095766,www.linkou.police.ntpc.gov.tw,287960.00000000,2773816.00000000,2024-12-26 09:28:17.233000
1822,林口區,警察機關,忠孝派出所,新北市林口區忠孝二路57號,02-26087165,www.linkou.police.ntpc.gov.tw,286649.00000000,2773595.00000000,2024-12-26 09:28:17.233000
1823,林口區,警察機關,林口分局,新北市林口區忠孝二路57號,02-26068455,www.linkou.police.ntpc.gov.tw,286639.00000000,2773602.00000000,2024-12-26 09:28:17.233000
1824,林口區,警察機關,林口分局文林派出所,新北市林口區文化三路二段600號,02-26030726,www.linkou.police.ntpc.gov.tw,288326.00000000,2775526.00000000,2024-12-26 09:28:17.233000
1825,林口區,警察機關,林口交通分隊,新北市林口區忠孝二路57號,02-06069418,www.linkou.police.ntpc.gov.tw,286659.00000000,2773589.00000000,2024-12-26 09:28:17.233000
1826,林口區,警察機關,林口派出所,新北市林口區林口里中正路102號,02-26022929,www.linkou.police.ntpc.gov.tw,289699.00000000,2774403.00000000,2024-12-26 09:28:17.233000
1827,林口區,警察機關,瑞平派出所,新北市林口區瑞平里10鄰44號,02-26052724,www.linkou.police.ntpc.gov.tw,283877.00000000,2779416.00000000,2024-12-26 09:28:17.233000
1828,板橋區,警察機關,大觀派出所,新北市板橋區大觀路二段127號,02-22752477,www.banqiao.police.ntpc.gov.tw,295010.00000000,2765980.00000000,2024-12-26 09:28:17.233000
1829,板橋區,警察機關,文聖派出所,新北市板橋區大同街14號,02-22583956、22583961,www.haishan.police.ntpc.gov.tw/,298178.00000000,2768814.00000000,2024-12-26 09:28:17.233000
1830,板橋區,警察機關,江翠派出所,新北市板橋區吳鳳路50巷36號,02-22512588、22521225,www.haishan.police.ntpc.gov.tw/,297416.00000000,2769216.00000000,2024-12-26 09:28:17.233000
1831,板橋區,警察機關,沙崙派出所,新北市板橋區溪北路111號,02-26812741,www.banqiao.police.ntpc.gov.tw,293453.00000000,2764565.00000000,2024-12-26 09:28:17.233000
1832,板橋區,警察機關,板橋分局,新北市板橋區文化路1段52號,02-29699512,www.banqiao.police.ntpc.gov.tw,296438.00000000,2767225.00000000,2024-12-26 09:28:17.233000
1833,板橋區,警察機關,板橋交通分隊,新北市板橋區區運路1號,02-29510499,www.police.ntpc.gov.tw,296928.00000000,2766899.00000000,2024-12-26 09:28:17.233000
1834,板橋區,警察機關,板橋派出所,新北市板橋區北門街17號,02-29699446,www.banqiao.police.ntpc.gov.tw,296111.00000000,2767070.00000000,2024-12-26 09:28:17.233000
1835,板橋區,警察機關,信義派出所,新北市板橋區廣權路28號,02-29592317,www.banqiao.police.ntpc.gov.tw,296558.00000000,2764908.00000000,2024-12-26 09:28:17.233000
1836,板橋區,警察機關,後埔派出所,新北市板橋區成都街22號,02-29615964,www.banqiao.police.ntpc.gov.tw,296529.00000000,2766381.00000000,2024-12-26 09:28:17.233000
1837,板橋區,警察機關,埔墘派出所,新北市板橋區中山路二段286號,02-29558223,www.haishan.police.ntpc.gov.tw/,298402.00000000,2767933.00000000,2024-12-26 09:28:17.233000
1838,板橋區,警察機關,海山分局,新北市板橋區漢生東路195號,02-29640322,www.haishan.police.ntpc.gov.tw/,297449.00000000,2767137.00000000,2024-12-26 09:28:17.233000
1839,板橋區,警察機關,海山交通分隊,新北市板橋區民族路57號後棟1-3樓,02-29574112,www.haishan.police.ntpc.gov.tw/,296895.00000000,2766922.00000000,2024-12-26 09:28:17.233000
1840,板橋區,警察機關,海山派出所,新北市板橋區漢生東路195號1樓,02-29574370,www.haishan.police.ntpc.gov.tw/,297456.00000000,2767140.00000000,2024-12-26 09:28:17.233000
1841,板橋區,警察機關,新北市政府警察局總局,新北市板橋區府中路32號,02-80725454,www.police.ntpc.gov.tw,296272.00000000,2766950.00000000,2024-12-26 09:28:17.233000
1842,板橋區,警察機關,新海派出所,新北市板橋區英士路151號,02-22586867,www.haishan.police.ntpc.gov.tw/,296432.00000000,2768521.00000000,2024-12-26 09:28:17.233000
1843,金山區,警察機關,中角派出所,新北市金山區永興里濆水7-2號,02-24982136,www.jinshan.police.ntpc.gov.tw,313585.32000000,2795024.56000000,2024-12-26 09:28:17.233000
1844,金山區,警察機關,金山分局,新北市金山區大同里民生路65號,02-24986544,www.jinshan.police.ntpc.gov.tw/,314569.00000000,2790350.00000000,2024-12-26 09:28:17.233000
1845,金山區,警察機關,金山交通分隊,新北市金山區金山區磺港路171之1號,02-24986538,www.jinshan.police.ntpc.gov.tw/,314885.00000000,2790761.00000000,2024-12-26 09:28:17.233000
1846,金山區,警察機關,金山派出所,新北市金山區大同里民生路65號,02-24982009,www.jinshan.police.ntpc.gov.tw/,314558.00000000,2790343.00000000,2024-12-26 09:28:17.233000
1847,金山區,警察機關,重光派出所,新北市金山區重和里茅埔頭8號,02-24080470,www.jinshan.police.ntpc.gov.tw,310876.00000000,2789909.00000000,2024-12-26 09:28:17.233000
1848,泰山區,警察機關,明志派出所,新北市泰山區明志路二段426號,02-29069881,www.linkou.police.ntpc.gov.tw,292849.00000000,2770693.00000000,2024-12-26 09:28:17.233000
1849,泰山區,警察機關,泰山分駐所,新北市泰山區泰林路二段214號,02-29097947,www.linkou.police.ntpc.gov.tw,293695.00000000,2772697.00000000,2024-12-26 09:28:17.233000
1850,泰山區,警察機關,國公路第一警察隊,新北市泰山區大科里大科坑1號,02-29099367,www.hpb.gov.tw,291903.36000000,2772725.57000000,2024-12-26 09:28:17.233000
1851,泰山區,警察機關,國公路第一警察隊泰山分隊,新北市泰山區大科里大科坑1號,02-29095244,www.hpb.gov.tw,291912.93000000,2772735.13000000,2024-12-26 09:28:17.233000
1852,泰山區,警察機關,國道公路警察局,新北市泰山區黎明里半山雅70之2號,02-29094111,www.hpb.gov.tw,292633.71000000,2773254.69000000,2024-12-26 09:28:17.233000
1853,烏來區,警察機關,孝義派出所,新北市烏來區孝義里阿玉路2號,02-26616139,www.xindian.police.ntpc.gov.tw,309269.00000000,2749298.00000000,2024-12-26 09:28:17.233000
1854,烏來區,警察機關,保安烏來小隊,新北市烏來區烏來里啦卡路9巷7號,02-26616345,www.xindian.police.ntpc.gov.tw,306063.00000000,2750541.00000000,2024-12-26 09:28:17.233000
1855,烏來區,警察機關,哪哮派出所,新北市烏來區信賢里信福路11號,02-26616400,www.xindian.police.ntpc.gov.tw,303180.59159600,2747963.72935000,2024-12-26 09:28:17.233000
1856,烏來區,警察機關,烏來分駐所,新北市烏來區烏來里烏來街45號,02-26616410,www.xindian.police.ntpc.gov.tw,305778.00000000,2750948.00000000,2024-12-26 09:28:17.233000
1857,烏來區,警察機關,烏來派出所,新北市烏來區烏來里烏來街45號,02-26616410,www.xindian.police.ntpc.gov.tw,305778.00000000,2750935.00000000,2024-12-26 09:28:17.233000
1858,烏來區,警察機關,桶壁派出所,新北市烏來區新烏路四段23號,02-26616533,www.xindian.police.ntpc.gov.tw,305498.68268200,2753071.33246000,2024-12-26 09:28:17.233000
1859,烏來區,警察機關,德拉楠派出所,新北市烏來區福山里李茂岸30號,02-26616260,www.xindian.police.ntpc.gov.tw,300744.26085600,2741278.92397000,2024-12-26 09:28:17.233000
1860,貢寮區,警察機關,卯澳派出所,新北市貢寮區福連里福連街18號,02-24991540,www.ruifang.police.ntpc.gov.tw,349722.00000000,2767578.00000000,2024-12-26 09:28:17.233000
